항목명1,일본엔/달러,달러/엔
2016-09-06,103.445,0.009666973
2016-09-07,102.065,0.009797678
2016-09-08,101.675,0.009835259
2016-09-09,102.325,0.009772783
2016-09-10,,
2016-09-11,,
2016-09-12,102.395,0.009766102
2016-09-13,101.84,0.009819324
2016-09-14,,
2016-09-15,,
2016-09-16,,
2016-09-17,,
2016-09-18,,
2016-09-19,102.3,0.009775171
2016-09-20,101.805,0.0098227
2016-09-21,101.715,0.009831392
2016-09-22,100.39,0.009961152
2016-09-23,100.805,0.009920143
2016-09-24,,
2016-09-25,,
2016-09-26,100.985,0.009902461
2016-09-27,100.325,0.009967605
2016-09-28,100.345,0.009965619
2016-09-29,100.915,0.00990933
2016-09-30,101.165,0.009884842
2016-10-01,,
2016-10-02,,
2016-10-03,,
2016-10-04,101.72,0.009830908
2016-10-05,102.82,0.009725734
2016-10-06,103.495,0.009662303
2016-10-07,103.865,0.009627882
2016-10-08,,
2016-10-09,,
2016-10-10,103.045,0.009704498
2016-10-11,103.655,0.009647388
2016-10-12,103.375,0.009673519
2016-10-13,104.25,0.009592326
2016-10-14,103.615,0.009651112
2016-10-15,,
2016-10-16,,
2016-10-17,104.175,0.009599232
2016-10-18,103.88,0.009626492
2016-10-19,103.86,0.009628346
2016-10-20,103.385,0.009672583
2016-10-21,104.015,0.009613998
2016-10-22,,
2016-10-23,,
2016-10-24,103.96,0.009619084
2016-10-25,104.32,0.00958589
2016-10-26,104.095,0.009606609
2016-10-27,104.555,0.009564344
2016-10-28,105.25,0.009501188
2016-10-29,,
2016-10-30,,
2016-10-31,104.64,0.009556575
2016-11-01,104.845,0.009537889
2016-11-02,104.04,0.009611688
2016-11-03,103.36,0.009674923
2016-11-04,102.96,0.00971251
2016-11-05,,
2016-11-06,,
2016-11-07,103.985,0.009616772
2016-11-08,104.545,0.009565259
2016-11-09,105.18,0.009507511
2016-11-10,105.755,0.009455818
2016-11-11,106.86,0.009358039
2016-11-12,,
2016-11-13,,
2016-11-14,106.76,0.009366804
2016-11-15,108.265,0.009236595
2016-11-16,109.05,0.009170105
2016-11-17,108.82,0.009189487
2016-11-18,110.185,0.009075646
2016-11-19,,
2016-11-20,,
2016-11-21,110.985,0.009010227
2016-11-22,110.87,0.009019572
2016-11-23,111.14,0.008997661
2016-11-24,112.54,0.00888573
2016-11-25,113.255,0.008829632
2016-11-26,,
2016-11-27,,
2016-11-28,112.885,0.008858573
2016-11-29,111.815,0.008943344
2016-11-30,112.485,0.008890074
2016-12-01,114.425,0.008739349
2016-12-02,114.125,0.008762322
2016-12-03,,
2016-12-04,,
2016-12-05,113.2,0.008833922
2016-12-06,113.81,0.008786574
2016-12-07,114.04,0.008768853
2016-12-08,113.615,0.008801655
2016-12-09,114.115,0.00876309
2016-12-10,,
2016-12-11,,
2016-12-12,115.485,0.008659133
2016-12-13,114.895,0.008703599
2016-12-14,115.225,0.008678672
2016-12-15,117.265,0.008527694
2016-12-16,118.26,0.008455945
2016-12-17,,
2016-12-18,,
2016-12-19,117.765,0.008491487
2016-12-20,117.11,0.00853898
2016-12-21,117.85,0.008485363
2016-12-22,117.485,0.008511725
2016-12-23,117.595,0.008503763
2016-12-24,,
2016-12-25,,
2016-12-26,117.245,0.008529148
2016-12-27,117.2,0.008532423
2016-12-28,117.475,0.008512449
2016-12-29,117.05,0.008543358
2016-12-30,116.56,0.008579272
2016-12-31,,
2017-01-01,,
2017-01-02,116.825,0.008559812
2017-01-03,117.395,0.00851825
2017-01-04,117.565,0.008505933
2017-01-05,117.325,0.008523333
2017-01-06,115.475,0.008659883
2017-01-07,,
2017-01-08,,
2017-01-09,117.175,0.008534244
2017-01-10,115.895,0.0086285
2017-01-11,115.815,0.00863446
2017-01-12,115.38,0.008667013
2017-01-13,114.675,0.008720296
2017-01-14,,
2017-01-15,,
2017-01-16,114.285,0.008750055
2017-01-17,114.085,0.008765394
2017-01-18,112.71,0.008872327
2017-01-19,114.555,0.008729431
2017-01-20,115.045,0.008692251
2017-01-21,,
2017-01-22,,
2017-01-23,114.31,0.008748141
2017-01-24,112.63,0.008878629
2017-01-25,113.865,0.00878233
2017-01-26,113.38,0.008819898
2017-01-27,,
2017-01-28,,
2017-01-29,,
2017-01-30,,
2017-01-31,113.745,0.008791595
2017-02-01,112.69,0.008873902
2017-02-02,113.31,0.008825346
2017-02-03,112.835,0.008862498
2017-02-04,,
2017-02-05,,
2017-02-06,112.525,0.008886914
2017-02-07,111.815,0.008943344
2017-02-08,112.37,0.008899172
2017-02-09,111.87,0.008938947
2017-02-10,113.345,0.008822621
2017-02-11,,
2017-02-12,,
2017-02-13,113.725,0.008793141
2017-02-14,113.78,0.008788891
2017-02-15,114.355,0.008744699
2017-02-16,114.245,0.008753118
2017-02-17,113.285,0.008827294
2017-02-18,,
2017-02-19,,
2017-02-20,112.945,0.008853867
2017-02-21,113.155,0.008837435
2017-02-22,113.72,0.008793528
2017-02-23,113.305,0.008825736
2017-02-24,112.735,0.00887036
2017-02-25,,
2017-02-26,,
2017-02-27,112.255,0.008908289
2017-02-28,112.755,0.008868786
2017-03-01,,
2017-03-02,113.985,0.008773084
2017-03-03,114.405,0.008740877
2017-03-04,,
2017-03-05,,
2017-03-06,114.055,0.0087677
2017-03-07,113.995,0.008772315
2017-03-08,113.955,0.008775394
2017-03-09,114.435,0.008738585
2017-03-10,115.155,0.008683948
2017-03-11,,
2017-03-12,,
2017-03-13,114.84,0.008707767
2017-03-14,114.935,0.00870057
2017-03-15,114.685,0.008719536
2017-03-16,113.395,0.008818731
2017-03-17,113.395,0.008818731
2017-03-18,,
2017-03-19,,
2017-03-20,112.725,0.008871147
2017-03-21,112.465,0.008891655
2017-03-22,111.515,0.008967403
2017-03-23,111.245,0.008989168
2017-03-24,111.005,0.009008603
2017-03-25,,
2017-03-26,,
2017-03-27,110.63,0.009039139
2017-03-28,110.645,0.009037914
2017-03-29,111.215,0.008991593
2017-03-30,111.115,0.008999685
2017-03-31,111.775,0.008946544
2017-04-01,,
2017-04-02,,
2017-04-03,111.34,0.008981498
2017-04-04,110.815,0.009024049
2017-04-05,110.815,0.009024049
2017-04-06,110.425,0.00905592
2017-04-07,110.855,0.009020793
2017-04-08,,
2017-04-09,,
2017-04-10,111.305,0.008984322
2017-04-11,110.765,0.009028123
2017-04-12,109.685,0.009117017
2017-04-13,109.075,0.009168004
2017-04-14,109.155,0.009161284
2017-04-15,,
2017-04-16,,
2017-04-17,108.555,0.00921192
2017-04-18,109.025,0.009172208
2017-04-19,108.435,0.009222115
2017-04-20,108.855,0.009186533
2017-04-21,109.37,0.009143275
2017-04-22,,
2017-04-23,,
2017-04-24,110.075,0.009084715
2017-04-25,109.815,0.009106224
2017-04-26,111.06,0.009004142
2017-04-27,111.175,0.008994828
2017-04-28,111.235,0.008989976
2017-04-29,,
2017-04-30,,
2017-05-01,,
2017-05-02,111.865,0.008939347
2017-05-03,,
2017-05-04,112.705,0.008872721
2017-05-05,,
2017-05-06,,
2017-05-07,,
2017-05-08,112.825,0.008863284
2017-05-09,,
2017-05-10,113.765,0.00879005
2017-05-11,114.295,0.008749289
2017-05-12,113.765,0.00879005
2017-05-13,,
2017-05-14,,
2017-05-15,113.305,0.008825736
2017-05-16,113.665,0.008797783
2017-05-17,112.76,0.008868393
2017-05-18,110.965,0.009011851
2017-05-19,111.445,0.008973036
2017-05-20,,
2017-05-21,,
2017-05-22,111.175,0.008994828
2017-05-23,111.075,0.009002926
2017-05-24,111.8,0.008944544
2017-05-25,111.585,0.008961778
2017-05-26,111.765,0.008947345
2017-05-27,,
2017-05-28,,
2017-05-29,111.23,0.00899038
2017-05-30,111.245,0.008989168
2017-05-31,110.805,0.009024863
2017-06-01,110.775,0.009027308
2017-06-02,111.405,0.008976258
2017-06-03,,
2017-06-04,,
2017-06-05,110.425,0.00905592
2017-06-06,,
2017-06-07,109.435,0.009137844
2017-06-08,109.765,0.009110372
2017-06-09,109.995,0.009091322
2017-06-10,,
2017-06-11,,
2017-06-12,110.345,0.009062486
2017-06-13,109.865,0.00910208
2017-06-14,110.055,0.009086366
2017-06-15,109.31,0.009148294
2017-06-16,110.87,0.009019572
2017-06-17,,
2017-06-18,,
2017-06-19,110.865,0.009019979
2017-06-20,111.65,0.008956561
2017-06-21,111.335,0.008981901
2017-06-22,111.315,0.008983515
2017-06-23,111.295,0.00898513
2017-06-24,,
2017-06-25,,
2017-06-26,111.225,0.008990784
2017-06-27,111.885,0.008937749
2017-06-28,112.195,0.008913053
2017-06-29,112.335,0.008901945
2017-06-30,111.995,0.00892897
2017-07-01,,
2017-07-02,,
2017-07-03,112.35,0.008900757
2017-07-04,113.36,0.008821454
2017-07-05,113.095,0.008842124
2017-07-06,113.165,0.008836654
2017-07-07,113.17,0.008836264
2017-07-08,,
2017-07-09,,
2017-07-10,113.985,0.008773084
2017-07-11,114.06,0.008767315
2017-07-12,113.855,0.008783101
2017-07-13,113.295,0.008826515
2017-07-14,113.385,0.008819509
2017-07-15,,
2017-07-16,,
2017-07-17,112.485,0.008890074
2017-07-18,112.635,0.008878235
2017-07-19,112.06,0.008923791
2017-07-20,111.84,0.008941345
2017-07-21,111.895,0.00893695
2017-07-22,,
2017-07-23,,
2017-07-24,111.125,0.008998875
2017-07-25,111.165,0.008995637
2017-07-26,111.885,0.008937749
2017-07-27,111.16,0.008996042
2017-07-28,111.19,0.008993615
2017-07-29,,
2017-07-30,,
2017-07-31,110.555,0.009045272
2017-08-01,110.335,0.009063307
2017-08-02,110.345,0.009062486
2017-08-03,110.775,0.009027308
2017-08-04,109.94,0.00909587
2017-08-05,,
2017-08-06,,
2017-08-07,110.775,0.009027308
2017-08-08,110.75,0.009029345
2017-08-09,110.14,0.009079354
2017-08-10,109.975,0.009092976
2017-08-11,109.175,0.009159606
2017-08-12,,
2017-08-13,,
2017-08-14,109.18,0.009159187
2017-08-15,,
2017-08-16,110.595,0.009042
2017-08-17,110.085,0.00908389
2017-08-18,109.515,0.009131169
2017-08-19,,
2017-08-20,,
2017-08-21,109.395,0.009141186
2017-08-22,109.02,0.009172629
2017-08-23,109.705,0.009115355
2017-08-24,108.89,0.00918358
2017-08-25,109.555,0.009127835
2017-08-26,,
2017-08-27,,
2017-08-28,109.285,0.009150387
2017-08-29,108.655,0.009203442
2017-08-30,109.635,0.009121175
2017-08-31,110.355,0.009061665
2017-09-01,110.055,0.009086366
2017-09-02,,
2017-09-03,,
2017-09-04,109.805,0.009107053
2017-09-05,109.695,0.009116186
2017-09-06,108.595,0.009208527
2017-09-07,109.185,0.009158767
2017-09-08,108.34,0.009230201
2017-09-09,,
2017-09-10,,
2017-09-11,108.285,0.009234889
2017-09-12,109.285,0.009150387
2017-09-13,110.215,0.009073175
2017-09-14,110.47,0.009052231
2017-09-15,110.065,0.00908554
2017-09-16,,
2017-09-17,,
2017-09-18,111.07,0.009003331
2017-09-19,111.455,0.008972231
2017-09-20,111.525,0.008966599
2017-09-21,112.395,0.008897193
2017-09-22,112.465,0.008891655
2017-09-23,,
2017-09-24,,
2017-09-25,112.31,0.008903927
2017-09-26,111.745,0.008948946
2017-09-27,112.275,0.008906702
2017-09-28,112.845,0.008861713
2017-09-29,112.375,0.008898776
2017-09-30,,
2017-10-01,,
2017-10-02,,
2017-10-03,,
2017-10-04,,
2017-10-05,,
2017-10-06,,
2017-10-07,,
2017-10-08,,
2017-10-09,,
2017-10-10,112.67,0.008875477
2017-10-11,112.36,0.008899964
2017-10-12,112.495,0.008889284
2017-10-13,112.275,0.008906702
2017-10-14,,
2017-10-15,,
2017-10-16,111.915,0.008935353
2017-10-17,112.225,0.008910671
2017-10-18,112.165,0.008915437
2017-10-19,113.04,0.008846426
2017-10-20,112.585,0.008882178
2017-10-21,,
2017-10-22,,
2017-10-23,113.835,0.008784644
2017-10-24,113.39,0.00881912
2017-10-25,113.94,0.008776549
2017-10-26,113.635,0.008800106
2017-10-27,114.115,0.00876309
2017-10-28,,
2017-10-29,,
2017-10-30,113.73,0.008792755
2017-10-31,113.16,0.008837045
2017-11-01,113.655,0.008798557
2017-11-02,114.125,0.008762322
2017-11-03,114.055,0.0087677
2017-11-04,,
2017-11-05,,
2017-11-06,114.185,0.008757718
2017-11-07,113.805,0.00878696
2017-11-08,113.825,0.008785416
2017-11-09,113.875,0.008781559
2017-11-10,113.42,0.008816787
2017-11-11,,
2017-11-12,,
2017-11-13,113.64,0.008799718
2017-11-14,113.605,0.008802429
2017-11-15,113.44,0.008815233
2017-11-16,112.86,0.008860535
2017-11-17,113.105,0.008841342
2017-11-18,,
2017-11-19,,
2017-11-20,112.095,0.008921005
2017-11-21,112.57,0.008883361
2017-11-22,112.455,0.008892446
2017-11-23,111.235,0.008989976
2017-11-24,111.235,0.008989976
2017-11-25,,
2017-11-26,,
2017-11-27,111.665,0.008955358
2017-11-28,111.055,0.009004547
2017-11-29,111.505,0.008968208
2017-11-30,111.99,0.008929369
2017-12-01,112.66,0.008876265
2017-12-02,,
2017-12-03,,
2017-12-04,112.825,0.008863284
2017-12-05,112.47,0.00889126
2017-12-06,112.605,0.0088806
2017-12-07,112.25,0.008908686
2017-12-08,113.105,0.008841342
2017-12-09,,
2017-12-10,,
2017-12-11,113.615,0.008801655
2017-12-12,113.545,0.008807081
2017-12-13,113.57,0.008805142
2017-12-14,112.695,0.008873508
2017-12-15,112.32,0.008903134
2017-12-16,,
2017-12-17,,
2017-12-18,112.675,0.008875083
2017-12-19,112.56,0.008884151
2017-12-20,112.88,0.008858965
2017-12-21,113.345,0.008822621
2017-12-22,113.365,0.008821065
2017-12-23,,
2017-12-24,,
2017-12-25,,
2017-12-26,113.315,0.008824957
2017-12-27,113.215,0.008832752
2017-12-28,113.245,0.008830412
2017-12-29,112.885,0.008858573
2017-12-30,,
2017-12-31,,
2018-01-01,,
2018-01-02,112.655,0.008876659
2018-01-03,112.255,0.008908289
2018-01-04,112.545,0.008885335
2018-01-05,112.785,0.008866427
2018-01-06,,
2018-01-07,,
2018-01-08,113.155,0.008837435
2018-01-09,113.165,0.008836654
2018-01-10,112.645,0.008877447
2018-01-11,111.395,0.008977064
2018-01-12,111.275,0.008986745
2018-01-13,,
2018-01-14,,
2018-01-15,111.13,0.00899847
2018-01-16,110.55,0.009045681
2018-01-17,110.385,0.009059202
2018-01-18,111.28,0.008986341
2018-01-19,111.005,0.009008603
2018-01-20,,
2018-01-21,,
2018-01-22,110.645,0.009037914
2018-01-23,110.94,0.009013881
2018-01-24,110.265,0.009069061
2018-01-25,109.19,0.009158348
2018-01-26,109.625,0.009122007
2018-01-27,,
2018-01-28,,
2018-01-29,108.67,0.009202172
2018-01-30,108.935,0.009179786
2018-01-31,108.78,0.009192866
2018-02-01,109.21,0.009156671
2018-02-02,109.45,0.009136592
2018-02-03,,
2018-02-04,,
2018-02-05,110.175,0.009076469
2018-02-06,109.165,0.009160445
2018-02-07,109.695,0.009116186
2018-02-08,109.375,0.009142857
2018-02-09,108.695,0.009200055
2018-02-10,,
2018-02-11,,
2018-02-12,108.795,0.009191599
2018-02-13,108.705,0.009199209
2018-02-14,107.835,0.009273427
2018-02-15,,
2018-02-16,,
2018-02-17,,
2018-02-18,,
2018-02-19,106.225,0.00941398
2018-02-20,106.615,0.009379543
2018-02-21,107.31,0.009318796
2018-02-22,107.745,0.009281173
2018-02-23,106.685,0.009373389
2018-02-24,,
2018-02-25,,
2018-02-26,106.95,0.009350164
2018-02-27,107.025,0.009343611
2018-02-28,107.395,0.00931142
2018-03-01,,
2018-03-02,106.145,0.009421075
2018-03-03,,
2018-03-04,,
2018-03-05,105.67,0.009463424
2018-03-06,106.19,0.009417083
2018-03-07,105.575,0.009471939
2018-03-08,106.095,0.009425515
2018-03-09,106.305,0.009406895
2018-03-10,,
2018-03-11,,
2018-03-12,106.915,0.009353225
2018-03-13,106.375,0.009400705
2018-03-14,106.475,0.009391876
2018-03-15,106.285,0.009408665
2018-03-16,106.305,0.009406895
2018-03-17,,
2018-03-18,,
2018-03-19,105.985,0.009435297
2018-03-20,106.045,0.009429959
2018-03-21,106.525,0.009387468
2018-03-22,105.93,0.009440196
2018-03-23,104.865,0.00953607
2018-03-24,,
2018-03-25,,
2018-03-26,104.78,0.009543806
2018-03-27,105.435,0.009484517
2018-03-28,105.39,0.009488566
2018-03-29,106.815,0.009361981
2018-03-30,106.495,0.009390112
2018-03-31,,
2018-04-01,,
2018-04-02,106.355,0.009402473
2018-04-03,105.845,0.009447777
2018-04-04,106.545,0.009385706
2018-04-05,106.755,0.009367243
2018-04-06,107.125,0.009334889
2018-04-07,,
2018-04-08,,
2018-04-09,106.865,0.009357601
2018-04-10,106.715,0.009370754
2018-04-11,107.18,0.009330099
2018-04-12,106.825,0.009361105
2018-04-13,107.245,0.009324444
2018-04-14,,
2018-04-15,,
2018-04-16,107.565,0.009296704
2018-04-17,107.135,0.009334018
2018-04-18,107.03,0.009343175
2018-04-19,107.215,0.009327053
2018-04-20,107.39,0.009311854
2018-04-21,,
2018-04-22,,
2018-04-23,107.795,0.009276868
2018-04-24,108.7,0.009199632
2018-04-25,108.83,0.009188643
2018-04-26,109.425,0.009138679
2018-04-27,109.345,0.009145366
2018-04-28,,
2018-04-29,,
2018-04-30,109.155,0.009161284
2018-05-01,,
2018-05-02,109.895,0.009099595
2018-05-03,109.815,0.009106224
2018-05-04,109.145,0.009162124
2018-05-05,,
2018-05-06,,
2018-05-07,,
2018-05-08,109.105,0.009165483
2018-05-09,109.075,0.009168004
2018-05-10,109.725,0.009113693
2018-05-11,109.385,0.009142021
2018-05-12,,
2018-05-13,,
2018-05-14,109.35,0.009144947
2018-05-15,109.725,0.009113693
2018-05-16,110.225,0.009072352
2018-05-17,110.315,0.00906495
2018-05-18,110.78,0.0090269
2018-05-19,,
2018-05-20,,
2018-05-21,110.845,0.009021607
2018-05-22,,
2018-05-23,110.825,0.009023235
2018-05-24,110.015,0.00908967
2018-05-25,109.26,0.00915248
2018-05-26,,
2018-05-27,,
2018-05-28,109.645,0.009120343
2018-05-29,109.455,0.009136175
2018-05-30,108.545,0.009212769
2018-05-31,108.785,0.009192444
2018-06-01,108.77,0.009193712
2018-06-02,,
2018-06-03,,
2018-06-04,109.515,0.009131169
2018-06-05,109.925,0.009097112
2018-06-06,,
2018-06-07,110.165,0.009077293
2018-06-08,109.665,0.00911868
2018-06-09,,
2018-06-10,,
2018-06-11,109.42,0.009139097
2018-06-12,110.195,0.009074822
2018-06-13,,
2018-06-14,110.23,0.00907194
2018-06-15,110.625,0.009039548
2018-06-16,,
2018-06-17,,
2018-06-18,110.595,0.009042
2018-06-19,110.525,0.009047727
2018-06-20,110.035,0.009088017
2018-06-21,110.395,0.009058381
2018-06-22,109.935,0.009096284
2018-06-23,,
2018-06-24,,
2018-06-25,109.875,0.009101251
2018-06-26,109.665,0.00911868
2018-06-27,110.065,0.00908554
2018-06-28,110.25,0.009070295
2018-06-29,110.535,0.009046908
2018-06-30,,
2018-07-01,,
2018-07-02,110.695,0.009033832
2018-07-03,110.825,0.009023235
2018-07-04,110.525,0.009047727
2018-07-05,110.475,0.009051822
2018-07-06,110.64,0.009038322
2018-07-07,,
2018-07-08,,
2018-07-09,110.43,0.00905551
2018-07-10,110.875,0.009019166
2018-07-11,110.905,0.009016726
2018-07-12,111.95,0.008932559
2018-07-13,112.605,0.0088806
2018-07-14,,
2018-07-15,,
2018-07-16,112.445,0.008893237
2018-07-17,112.35,0.008900757
2018-07-18,112.99,0.008850341
2018-07-19,112.855,0.008860928
2018-07-20,112.455,0.008892446
2018-07-21,,
2018-07-22,,
2018-07-23,111.265,0.008987552
2018-07-24,111.425,0.008974647
2018-07-25,111.225,0.008990784
2018-07-26,110.895,0.009017539
2018-07-27,111.235,0.008989976
2018-07-28,,
2018-07-29,,
2018-07-30,110.95,0.009013069
2018-07-31,111.01,0.009008197
2018-08-01,111.765,0.008947345
2018-08-02,111.65,0.008956561
2018-08-03,111.635,0.008957764
2018-08-04,,
2018-08-05,,
2018-08-06,111.235,0.008989976
2018-08-07,111.34,0.008981498
2018-08-08,111.365,0.008979482
2018-08-09,110.9,0.009017133
2018-08-10,111.165,0.008995637
2018-08-11,,
2018-08-12,,
2018-08-13,110.615,0.009040365
2018-08-14,110.68,0.009035056
2018-08-15,,
2018-08-16,110.62,0.009039957
2018-08-17,110.96,0.009012257
2018-08-18,,
2018-08-19,,
2018-08-20,110.515,0.009048545
2018-08-21,109.955,0.00909463
2018-08-22,110.105,0.00908224
2018-08-23,110.55,0.009045681
2018-08-24,111.355,0.008980288
2018-08-25,,
2018-08-26,,
2018-08-27,111.265,0.008987552
2018-08-28,111.155,0.008996446
2018-08-29,111.17,0.008995233
2018-08-30,111.735,0.008949747
2018-08-31,111.03,0.009006575
2018-09-01,,
2018-09-02,,
2018-09-03,111.135,0.008998065
2018-09-04,111.085,0.009002115
2018-09-05,111.48,0.008970219
2018-09-06,111.49,0.008969414
2018-09-07,110.665,0.009036281
2018-09-08,,
2018-09-09,,
2018-09-10,110.975,0.009011039
2018-09-11,111.145,0.008997256
2018-09-12,111.615,0.008959369
2018-09-13,111.24,0.008989572
2018-09-14,112.015,0.008927376
2018-09-15,,
2018-09-16,,
2018-09-17,111.985,0.008929767
2018-09-18,111.71,0.00895175
2018-09-19,112.35,0.008900757
2018-09-20,112.295,0.008905116
2018-09-21,112.47,0.00889126
2018-09-22,,
2018-09-23,,
2018-09-24,,
2018-09-25,,
2018-09-26,,
2018-09-27,112.765,0.008868
2018-09-28,113.405,0.008817953
2018-09-29,,
2018-09-30,,
2018-10-01,113.775,0.008789277
2018-10-02,114.005,0.008771545
2018-10-03,,
2018-10-04,114.485,0.008734769
2018-10-05,113.87,0.008781944
2018-10-06,,
2018-10-07,,
2018-10-08,113.715,0.008793915
2018-10-09,,
2018-10-10,113.03,0.008847209
2018-10-11,112.255,0.008908289
2018-10-12,112.13,0.00891822
2018-10-13,,
2018-10-14,,
2018-10-15,112.185,0.008913848
2018-10-16,111.795,0.008944944
2018-10-17,112.295,0.008905116
2018-10-18,112.625,0.008879023
2018-10-19,112.205,0.008912259
2018-10-20,,
2018-10-21,,
2018-10-22,112.455,0.008892446
2018-10-23,112.825,0.008863284
2018-10-24,112.42,0.008895214
2018-10-25,112.105,0.008920209
2018-10-26,112.375,0.008898776
2018-10-27,,
2018-10-28,,
2018-10-29,111.91,0.008935752
2018-10-30,112.37,0.008899172
2018-10-31,113.055,0.008845252
2018-11-01,112.895,0.008857788
2018-11-02,112.645,0.008877447
2018-11-03,,
2018-11-04,,
2018-11-05,113.165,0.008836654
2018-11-06,113.225,0.008831972
2018-11-07,113.455,0.008814067
2018-11-08,113.525,0.008808632
2018-11-09,114.035,0.008769238
2018-11-10,,
2018-11-11,,
2018-11-12,113.875,0.008781559
2018-11-13,113.805,0.00878696
2018-11-14,113.78,0.008788891
2018-11-15,113.61,0.008802042
2018-11-16,113.57,0.008805142
2018-11-17,,
2018-11-18,,
2018-11-19,112.755,0.008868786
2018-11-20,112.48,0.008890469
2018-11-21,112.705,0.008872721
2018-11-22,113.075,0.008843688
2018-11-23,112.975,0.008851516
2018-11-24,,
2018-11-25,,
2018-11-26,112.925,0.008855435
2018-11-27,113.565,0.00880553
2018-11-28,113.76,0.008790436
2018-11-29,113.595,0.008803204
2018-11-30,113.43,0.00881601
2018-12-01,,
2018-12-02,,
2018-12-03,113.805,0.00878696
2018-12-04,113.605,0.008802429
2018-12-05,112.71,0.008872327
2018-12-06,113.125,0.008839779
2018-12-07,112.685,0.008874296
2018-12-08,,
2018-12-09,,
2018-12-10,112.52,0.008887309
2018-12-11,113.245,0.008830412
2018-12-12,113.395,0.008818731
2018-12-13,113.215,0.008832752
2018-12-14,113.6,0.008802817
2018-12-15,,
2018-12-16,,
2018-12-17,113.335,0.0088234
2018-12-18,112.805,0.008864855
2018-12-19,112.435,0.008894028
2018-12-20,112.385,0.008897985
2018-12-21,111.22,0.008991189
2018-12-22,,
2018-12-23,,
2018-12-24,111.075,0.009002926
2018-12-25,,
2018-12-26,110.16,0.009077705
2018-12-27,111.2,0.008992806
2018-12-28,110.915,0.009015913
2018-12-29,,
2018-12-30,,
2018-12-31,110.355,0.009061665
2019-01-01,,
2019-01-02,109.675,0.009117848
2019-01-03,107.095,0.009337504
2019-01-04,107.755,0.009280312
2019-01-05,,
2019-01-06,,
2019-01-07,108.365,0.009228072
2019-01-08,108.665,0.009202595
2019-01-09,108.765,0.009194134
2019-01-10,108.17,0.009244707
2019-01-11,108.425,0.009222965
2019-01-12,,
2019-01-13,,
2019-01-14,108.475,0.009218714
2019-01-15,108.165,0.009245135
2019-01-16,108.645,0.009204289
2019-01-17,109.075,0.009168004
2019-01-18,109.155,0.009161284
2019-01-19,,
2019-01-20,,
2019-01-21,109.73,0.009113278
2019-01-22,109.65,0.009119927
2019-01-23,109.34,0.009145784
2019-01-24,109.565,0.009127002
2019-01-25,109.535,0.009129502
2019-01-26,,
2019-01-27,,
2019-01-28,109.555,0.009127835
2019-01-29,109.265,0.009152062
2019-01-30,109.425,0.009138679
2019-01-31,109.015,0.00917305
2019-02-01,108.835,0.009188221
2019-02-02,,
2019-02-03,,
2019-02-04,,
2019-02-05,,
2019-02-06,,
2019-02-07,109.925,0.009097112
2019-02-08,109.805,0.009107053
2019-02-09,,
2019-02-10,,
2019-02-11,109.825,0.009105395
2019-02-12,110.435,0.0090551
2019-02-13,110.455,0.009053461
2019-02-14,110.975,0.009011039
2019-02-15,110.505,0.009049364
2019-02-16,,
2019-02-17,,
2019-02-18,110.525,0.009047727
2019-02-19,110.595,0.009042
2019-02-20,110.57,0.009044044
2019-02-21,110.825,0.009023235
2019-02-22,110.675,0.009035464
2019-02-23,,
2019-02-24,,
2019-02-25,110.775,0.009027308
2019-02-26,111.055,0.009004547
2019-02-27,110.545,0.00904609
2019-02-28,110.935,0.009014288
2019-03-01,,
2019-03-02,,
2019-03-03,,
2019-03-04,111.935,0.008933756
2019-03-05,111.735,0.008949747
2019-03-06,111.885,0.008937749
2019-03-07,111.715,0.008951349
2019-03-08,111.585,0.008961778
2019-03-09,,
2019-03-10,,
2019-03-11,111.135,0.008998065
2019-03-12,111.285,0.008985937
2019-03-13,111.275,0.008986745
2019-03-14,111.215,0.008991593
2019-03-15,111.71,0.00895175
2019-03-16,,
2019-03-17,,
2019-03-18,111.505,0.008968208
2019-03-19,111.385,0.00897787
2019-03-20,111.365,0.008979482
2019-03-21,110.675,0.009035464
2019-03-22,110.765,0.009028123
2019-03-23,,
2019-03-24,,
2019-03-25,110.055,0.009086366
2019-03-26,110.045,0.009087192
2019-03-27,110.525,0.009047727
2019-03-28,110.495,0.009050183
2019-03-29,110.655,0.009037097
2019-03-30,,
2019-03-31,,
2019-04-01,110.935,0.009014288
2019-04-02,111.41,0.008975855
2019-04-03,111.325,0.008982708
2019-04-04,111.455,0.008972231
2019-04-05,111.645,0.008956962
2019-04-06,,
2019-04-07,,
2019-04-08,111.685,0.008953754
2019-04-09,111.455,0.008972231
2019-04-10,111.145,0.008997256
2019-04-11,110.935,0.009014288
2019-04-12,111.625,0.008958567
2019-04-13,,
2019-04-14,,
2019-04-15,112.015,0.008927376
2019-04-16,111.985,0.008929767
2019-04-17,112.005,0.008928173
2019-04-18,112.045,0.008924985
2019-04-19,111.97,0.008930964
2019-04-20,,
2019-04-21,,
2019-04-22,111.915,0.008935353
2019-04-23,111.945,0.008932958
2019-04-24,111.865,0.008939347
2019-04-25,112.155,0.008916232
2019-04-26,111.545,0.008964992
2019-04-27,,
2019-04-28,,
2019-04-29,111.6,0.008960573
2019-04-30,111.685,0.008953754
2019-05-01,,
2019-05-02,111.435,0.008973841
2019-05-03,111.515,0.008967403
2019-05-04,,
2019-05-05,,
2019-05-06,,
