DATE,GOLDAMGBD228NLBM
2020-09-10,1928.4
2020-09-11,1944.8
2020-09-14,1944.5
2020-09-15,1942.3
2020-09-16,1963.55
2020-09-17,1964.8
2020-09-18,1936.1
2020-09-21,1954.75
2020-09-22,1930.9
2020-09-23,1903.1
2020-09-24,1888.1
2020-09-25,1850.75
2020-09-28,1870.05
2020-09-29,1850.95
2020-09-30,1882.4
2020-10-05,1906.4
